Id,SalePrice
1461,123550.67874394015
1462,159547.44757219
1463,180464.51361076898
1464,198942.02325244932
1465,193294.53810866876
1466,175731.27816407065
1467,187997.9484714631
1468,164608.88268479775
1469,196867.09794868543
1470,115220.56462311791
1471,185327.0895405721
1472,100011.69442851875
1473,98201.06580215228
1474,144412.0691482126
1475,112337.02984642483
1476,328928.39786133176
1477,243415.80591977487
1478,286393.1277501425
1479,280231.76184472925
1480,415750.7718947235
1481,312055.4989924573
1482,218288.65040384856
1483,184115.66947174913
1484,166105.8877654433
1485,195810.4812087608
1486,204978.37738464115
1487,340145.8207957259
1488,227709.81951554102
1489,183907.5051240698
1490,237095.467912407
1491,201565.74992782687
1492,105798.13795477971
1493,181653.8384353447
1494,310622.28038324066
1495,306543.8964806212
1496,229585.83489405116
1497,174015.3386057795
1498,163348.8714533819
1499,158708.10571955558
1500,155451.29312611438
1501,163560.42701420136
1502,148819.82552337355
1503,266274.4026118605
1504,233660.00301732414
1505,224059.74047090276
1506,198610.24840909857
1507,254752.2093190499
1508,197374.2866503004
1509,163681.2876927118
1510,136636.8556151549
1511,145026.2028715449
1512,172310.71749968114
1513,140149.0602377321
1514,140974.14573367612
1515,188097.3325305192
1516,153483.55285655675
1517,170460.4889328134
1518,135800.2810908329
1519,203471.2105152077
1520,123871.31635843955
1521,123691.96592575498
1522,180731.0443735118
1523,103782.87906364255
1524,119049.57659863656
1525,114122.44827516116
1526,103321.10168816384
1527,104259.40728476799
1528,137822.59539490705
1529,148273.55281681192
1530,188565.16036179775
1531,108074.34745460888
1532,109071.23012321736
1533,159964.46712204028
1534,121638.99023180474
1535,163012.59783883338
1536,114578.26279404623
1537,66611.26979812983
1538,148638.92149063916
1539,203276.49512635692
1540,93031.00480837695
1541,141588.91493269318
1542,143045.090838897
1543,175797.03026510854
1544,89597.5003391594
1545,107000.22461234844
1546,132344.80447762608
1547,134030.73421776821
1548,132690.23394160374
1549,116335.13353042546
1550,128210.78352496742
1551,122118.36110265291
1552,142205.0624339121
1553,148340.15082733924
1554,121349.87076509978
1555,173968.462171933
1556,81125.10383938182
1557,103008.37789458304
1558,103852.2035100152
1559,86121.81365383325
1560,149645.69527228764
1561,125052.93157879393
1562,131352.05849392814
1563,115230.4364650837
1564,152658.87662751353
1565,139101.57316307127
1566,238756.821880007
1567,77256.13846606277
1568,229427.44742874362
1569,124353.34025805425
1570,145371.58008844708
1571,126412.03753822627
1572,143472.2276225747
1573,242267.47700649736
1574,120583.0225595883
1575,238741.7060787092
1576,247495.33507411272
1577,184182.83311836532
1578,137445.31323529044
1579,148438.8660727026
1580,193636.33217876908
1581,167318.2756403543
1582,127629.96777636294
1583,296547.47822904336
1584,220632.63268459367
1585,145508.66376116898
1586,68442.10017018382
1587,101695.9927961932
1588,146928.3954612322
1589,92270.6725650085
1590,136449.34057189265
1591,92985.38718576574
1592,126019.30250296932
1593,137179.84727333573
1594,135375.82104597453
1595,115083.08904331388
1596,201491.78506757712
1597,181702.845783972
1598,207368.9603611953
1599,178770.12448382136
1600,170352.7869368175
1601,66754.38751559505
1602,114466.09528865079
1603,92033.58470323124
1604,272687.9680980654
1605,232919.799479343
1606,166834.15059008353
1607,171737.03341015545
1608,225043.9282597936
1609,186935.8056536065
1610,152993.39110039143
1611,136710.6313485863
1612,164883.71095613274
1613,159440.4452064479
1614,128325.41109231256
1615,98047.10741550884
1616,82121.39400247503
1617,96513.06698852764
1618,124159.01364217357
1619,134357.66801237492
1620,157409.7423748763
1621,136834.20296777957
1622,139300.54564199442
1623,263932.8671605038
1624,203404.39116123144
1625,113743.85627444979
1626,168455.09148237942
1627,190908.16488206215
1628,292585.20411979506
1629,186192.1393062944
1630,334784.201853836
1631,215379.33166941503
1632,233379.35815475966
1633,175520.64475441066
1634,188579.44886739878
1635,182657.56680592766
1636,162033.5715586526
1637,205485.1433342207
1638,192835.07295140886
1639,196555.99849002724
1640,265856.5696904495
1641,196787.35226555052
1642,239743.05576298185
1643,222246.10896076454
1644,233553.39108562507
1645,221005.98564532134
1646,167763.8759791656
1647,164866.84201955455
1648,125956.67228630383
1649,135666.1088174443
1650,107225.23440228072
1651,121410.77883349621
1652,100558.66179594667
1653,105357.02645835202
1654,140716.12494368755
1655,137235.57990171597
1656,134996.79978991047
1657,139986.5421208333
1658,138980.30662584084
1659,116240.8427690809
1660,157170.62976719876
1661,401685.55231430347
1662,361091.54142058786
1663,359208.9864384481
1664,468847.7287978747
1665,291485.48923876137
1666,311927.9853958378
1667,364771.4863530809
1668,329759.47794958175
1669,303445.5505977645
1670,333196.4832623729
1671,265166.3449963725
1672,381018.8244569943
1673,292317.91454965185
1674,245749.12969210526
1675,207271.4496065074
1676,208013.0376703508
1677,218714.7621761932
1678,409037.0942335806
1679,356609.9508052714
1680,305558.358168218
1681,237067.1229745399
1682,300319.5699047167
1683,192430.43419675124
1684,192919.15292009752
1685,185954.97592217274
1686,176667.49740157608
1687,180669.36444226737
1688,198615.3135274802
1689,201366.94145994197
1690,205632.58688768034
1691,192215.2075229678
1692,268091.588797922
1693,181076.23993018884
1694,185154.4795530428
1695,165667.24306320143
1696,275133.47260266234
1697,170602.22563655916
1698,358323.2104386091
1699,338216.25785769994
1700,271465.4285086161
1701,291196.3223616125
1702,242312.7894468359
1703,246365.30337873727
1704,277700.12505095813
1705,242180.74229534654
1706,399226.8548462462
1707,198287.60150257396
1708,198436.1337874921
1709,258455.96337060377
1710,221007.67468026545
1711,266487.5834609237
1712,253485.53510301307
1713,264441.18901607796
1714,221712.85460316433
1715,201631.59438957385
1716,189508.66034129576
1717,182389.1379640677
1718,143786.64512621882
1719,210416.50035292402
1720,256678.63615754206
1721,181093.1679703992
1722,140622.64691454233
1723,171212.18178071524
1724,205033.06404286323
1725,244091.78277833387
1726,200327.68156885586
1727,157102.53592772337
1728,187791.97656674244
1729,165774.90089707082
1730,157328.51115081742
1731,122576.69180590448
1732,120936.56268811802
1733,106996.44602094054
1734,116415.06666388283
1735,135256.68698312883
1736,110165.09293335346
1737,273293.5624512128
1738,266781.1900592441
1739,243256.29912175913
1740,205443.95351255155
1741,190980.26889184507
1742,164874.26760448195
1743,178800.24909862012
1744,293621.5058882687
1745,205744.2077801157
1746,192122.47743318722
1747,224610.82260421955
1748,241896.77718038746
1749,158877.8537160299
1750,135113.7625251105
1751,271028.3867724658
1752,115599.47583931303
1753,145910.9542894694
1754,199282.3863510795
1755,172387.1331453724
1756,117126.59582504282
1757,117826.42014270673
1758,142365.80007768268
1759,168789.50903454234
1760,164366.03947046358
1761,143371.81816826554
1762,174238.7696566287
1763,182570.93203731958
1764,109895.88907070925
1765,173367.9317842073
1766,187549.81873872416
1767,223484.31182471893
1768,135802.51256549693
1769,169073.05922208118
1770,150617.0524704263
1771,113250.55442183703
1772,136569.15646671006
1773,125700.03558464846
1774,140475.87320017078
1775,135233.961645284
1776,130757.85716502012
1777,102387.88155294476
1778,140348.1243377803
1779,111648.82729646303
1780,178452.95095419287
1781,125449.04910759073
