Id,SalePrice
1461,119054.35799610503
1462,162570.9934195755
1463,186144.78288344532
1464,193162.4033246831
1465,189764.70798619871
1466,176031.08470498666
1467,172921.35225182676
1468,169833.94655193822
1469,186450.35121000855
1470,127295.74118824303
1471,191625.23241578363
1472,91421.52591789704
1473,92676.2346196032
1474,147433.10119738083
1475,112579.38746050918
1476,353276.0903085515
1477,250840.83727676398
1478,294474.13081854937
1479,286212.2610590054
1480,549552.4948628952
1481,337696.3071946295
1482,205476.33130661593
1483,176674.90374500767
1484,170859.06386435044
1485,179145.77297307417
1486,189758.02158281233
1487,332945.3142956392
1488,235517.10486137815
1489,204860.55817909926
1490,240646.36760092308
1491,191375.13632664343
1492,84462.58283632166
1493,164000.4680830599
1494,287364.3457184844
1495,284390.24187350273
1496,243714.59061313322
1497,176036.37343393825
1498,168248.1060939254
1499,167860.08079750946
1500,161876.7616813231
1501,179160.76521709093
1502,143078.41850596227
1503,287641.78822071414
1504,242140.47758941288
1505,229451.80460652505
1506,188290.8979742309
1507,253711.90147240116
1508,195761.42032831418
1509,164738.79291765488
1510,153216.09250445853
1511,148192.55396256543
1512,168468.90570278122
1513,142210.8327036258
1514,157333.39264680483
1515,194910.2144930172
1516,150074.54280355445
1517,161066.21476354636
1518,127651.99270487762
1519,216365.11167047778
1520,134712.1892035625
1521,137095.26140057057
1522,167394.96590869548
1523,113664.40419014827
1524,124592.34622605261
1525,123848.17678297068
1526,115988.01160487269
1527,107942.06893970774
1528,133723.6501421438
1529,151049.74249695794
1530,177854.1738888025
1531,107759.53627367942
1532,93220.90834554429
1533,150173.57057967194
1534,117704.1270937623
1535,148989.20069440143
1536,106809.18413300106
1537,56525.21340012128
1538,159025.9859906774
1539,195554.77844263994
1540,85880.25487751586
1541,142615.13386322255
1542,138528.91547289205
1543,206907.60966851536
1544,84786.90635014634
1545,112955.4400755979
1546,133927.1733096174
1547,133996.22324685668
1548,137852.7581731618
1549,119682.9752816475
1550,136425.90063762153
1551,109744.10427412359
1552,135065.93747670975
1553,140374.67824234915
1554,121578.16278379367
1555,171140.31242371464
1556,89928.52584512666
1557,94596.98824318648
1558,94024.27149237382
1559,70962.5873395927
1560,134575.2361651226
1561,131673.21914330506
1562,131742.84302252613
1563,123190.53165220913
1564,163746.61864396528
1565,150702.86200171703
1566,248492.1597920525
1567,68055.5856032467
1568,243103.96123610475
1569,128115.00353954032
1570,137947.1440152648
1571,116762.59901113939
1572,143462.09040735714
1573,247278.4388872363
1574,129799.55044023794
1575,244454.79256997304
1576,259197.932956861
1577,187989.8642246886
1578,140868.68588804058
1579,149084.76490667983
1580,186438.92890787593
1581,153404.83902707504
1582,130687.24025194964
1583,305933.95580208325
1584,213480.31703197103
1585,141333.06296142458
1586,57370.45660860837
1587,108948.56388417818
1588,151838.30671789657
1589,104258.75153443009
1590,132886.10539040895
1591,96111.82306056021
1592,114249.74358071183
1593,124638.50737718212
1594,139521.0570622827
1595,108843.97067424085
1596,226289.13495159245
1597,192892.83669810992
1598,213112.16206450656
1599,168837.8829529827
1600,167338.63447621505
1601,57170.5373775569
1602,109805.41515552514
1603,69793.40562055985
1604,272613.58716877433
1605,238823.12496660993
1606,167399.9481577432
1607,169326.11696393444
1608,209224.8823521531
1609,186099.67896708625
1610,155223.7580850569
1611,140164.2641437046
1612,171040.91244099918
1613,171855.30685701643
1614,119811.69654815816
1615,89300.60024137422
1616,76907.18150829386
1617,89376.88915850877
1618,127863.8112940925
1619,144638.20610445744
1620,170531.25722279274
1621,139973.84588300358
1622,142380.3021378073
1623,272303.7966879537
1624,216584.80918197814
1625,120116.45465073443
1626,164107.674642557
1627,185907.9694077645
1628,283306.5757638467
1629,181244.27781271425
1630,375535.5072446464
1631,218404.55863099702
1632,246840.986188688
1633,171883.43690283716
1634,184523.40079046588
1635,174328.99529884895
1636,153694.77361989307
1637,201758.90482077355
1638,178862.0303969881
1639,186823.32785046432
1640,261457.76779910608
1641,177850.33113352177
1642,243644.62960630312
1643,222272.50814604654
1644,238043.91967379814
1645,197450.10965866435
1646,160391.80942290282
1647,154607.54602359972
1648,131301.15588745414
1649,141998.0252159967
1650,118895.64128195081
1651,120694.20557541434
1652,93859.15147899413
1653,95243.54092672898
1654,143563.8548944648
1655,140203.5173895403
1656,143866.455408262
1657,148126.04747760925
1658,145509.84349020416
1659,120815.81703487219
1660,154052.78567851734
1661,485965.0525583017
1662,392361.5827177258
1663,383220.15949432435
1664,530690.4232045115
1665,308425.93940841727
1666,333302.22845297324
1667,394790.8887154098
1668,337954.80302390846
1669,305621.3159938359
1670,341546.69015222735
1671,267736.4302698582
1672,444308.2930544441
1673,296034.0412451986
1674,244974.61456325385
1675,198172.3679883976
1676,198256.11914390998
1677,214593.9240282126
1678,525406.1367415051
1679,395505.1224043955
1680,323772.294610074
1681,244880.01216852304
1682,318561.2099636761
1683,182758.21837034708
1684,172263.6054646024
1685,171637.19160849656
1686,170219.76494434808
1687,168031.36610134787
1688,185028.7576611648
1689,186543.34887484726
1690,188520.5073332685
1691,182268.52254939222
1692,261622.54337248465
1693,167936.336325768
1694,182665.80541106185
1695,164437.95607244154
1696,269005.9145642477
1697,167267.76232579612
1698,353734.69004669704
1699,331634.76914089255
1700,263955.70299270493
1701,273317.1677030008
1702,246249.11534188452
1703,250626.11964084193
1704,288855.44902389345
1705,238515.53600769135
1706,442214.83891763346
1707,213630.1948015423
1708,208771.44697814606
1709,267713.36083597544
1710,223916.19296953772
1711,273431.8715592788
1712,259496.24665083605
1713,275714.750513093
1714,219289.35612620338
1715,215837.81528617628
1716,184805.64743946522
1717,170559.2054178579
1718,136987.85600679438
1719,210068.23627218328
1720,240663.88380023924
1721,165790.39868993335
1722,131668.64212363493
1723,159981.9798827948
1724,209064.90680203054
1725,230179.61577767174
1726,187908.7960329206
1727,154887.46536044392
1728,174279.43252492527
1729,168035.79110081782
1730,150194.46099193176
1731,129646.23790664902
1732,132878.35253898648
1733,118829.49109480769
